Date,Primary Type,Count
2010-02-28,CRIMINAL DAMAGE,2452
2010-03-31,CRIMINAL DAMAGE,3760
2010-04-30,CRIMINAL DAMAGE,3853
2010-05-31,CRIMINAL DAMAGE,3807
2010-06-30,CRIMINAL DAMAGE,3586
2010-07-31,CRIMINAL DAMAGE,3741
2010-08-31,CRIMINAL DAMAGE,3748
2010-09-30,CRIMINAL DAMAGE,3469
2010-10-31,CRIMINAL DAMAGE,3727
2010-11-30,CRIMINAL DAMAGE,3311
2010-12-31,CRIMINAL DAMAGE,2398
2011-01-31,CRIMINAL DAMAGE,2636
2011-02-28,CRIMINAL DAMAGE,2397
2011-03-31,CRIMINAL DAMAGE,2970
2011-04-30,CRIMINAL DAMAGE,3353
2011-05-31,CRIMINAL DAMAGE,3438
2011-06-30,CRIMINAL DAMAGE,3483
2011-07-31,CRIMINAL DAMAGE,3593
2011-08-31,CRIMINAL DAMAGE,3308
2011-09-30,CRIMINAL DAMAGE,3052
2011-10-31,CRIMINAL DAMAGE,3286
2011-11-30,CRIMINAL DAMAGE,2990
2011-12-31,CRIMINAL DAMAGE,2820
2012-01-31,CRIMINAL DAMAGE,2659
2012-02-29,CRIMINAL DAMAGE,2350
2012-03-31,CRIMINAL DAMAGE,3143
2012-04-30,CRIMINAL DAMAGE,3081
2012-05-31,CRIMINAL DAMAGE,3271
2012-06-30,CRIMINAL DAMAGE,3502
2012-07-31,CRIMINAL DAMAGE,3424
2012-08-31,CRIMINAL DAMAGE,3092
2012-09-30,CRIMINAL DAMAGE,2955
2012-10-31,CRIMINAL DAMAGE,2927
2012-11-30,CRIMINAL DAMAGE,2744
2012-12-31,CRIMINAL DAMAGE,2702
2013-01-31,CRIMINAL DAMAGE,2501
2013-02-28,CRIMINAL DAMAGE,1874
2013-03-31,CRIMINAL DAMAGE,2498
2013-04-30,CRIMINAL DAMAGE,2717
2013-05-31,CRIMINAL DAMAGE,2990
2013-06-30,CRIMINAL DAMAGE,2828
2013-07-31,CRIMINAL DAMAGE,2840
2013-08-31,CRIMINAL DAMAGE,2878
2013-09-30,CRIMINAL DAMAGE,2654
2013-10-31,CRIMINAL DAMAGE,2629
2013-11-30,CRIMINAL DAMAGE,2380
2013-12-31,CRIMINAL DAMAGE,2064
2014-01-31,CRIMINAL DAMAGE,1784
2014-02-28,CRIMINAL DAMAGE,1594
2014-03-31,CRIMINAL DAMAGE,2205
2014-04-30,CRIMINAL DAMAGE,2427
2014-05-31,CRIMINAL DAMAGE,2561
2014-06-30,CRIMINAL DAMAGE,2486
2014-07-31,CRIMINAL DAMAGE,2669
2014-08-31,CRIMINAL DAMAGE,2647
2014-09-30,CRIMINAL DAMAGE,2384
2014-10-31,CRIMINAL DAMAGE,2483
2014-11-30,CRIMINAL DAMAGE,2249
2014-12-31,CRIMINAL DAMAGE,853
2004-01-31,CRIMINAL TRESPASS,1311
2004-02-29,CRIMINAL TRESPASS,1319
2004-03-31,CRIMINAL TRESPASS,1494
2004-04-30,CRIMINAL TRESPASS,1377
2004-05-31,CRIMINAL TRESPASS,1337
2004-06-30,CRIMINAL TRESPASS,1289
2004-07-31,CRIMINAL TRESPASS,1277
2004-08-31,CRIMINAL TRESPASS,1290
2004-09-30,CRIMINAL TRESPASS,1308
2004-10-31,CRIMINAL TRESPASS,1358
2004-11-30,CRIMINAL TRESPASS,1314
2004-12-31,CRIMINAL TRESPASS,1239
2005-01-31,CRIMINAL TRESPASS,1453
2005-02-28,CRIMINAL TRESPASS,1335
2005-03-31,CRIMINAL TRESPASS,1538
2005-04-30,CRIMINAL TRESPASS,1366
2005-05-31,CRIMINAL TRESPASS,1423
2005-06-30,CRIMINAL TRESPASS,1339
2005-07-31,CRIMINAL TRESPASS,1368
2005-08-31,CRIMINAL TRESPASS,1386
2005-09-30,CRIMINAL TRESPASS,1431
2005-10-31,CRIMINAL TRESPASS,1371
2005-11-30,CRIMINAL TRESPASS,1333
2005-12-31,CRIMINAL TRESPASS,1312
2006-01-31,CRIMINAL TRESPASS,1333
2006-02-28,CRIMINAL TRESPASS,1216
2006-03-31,CRIMINAL TRESPASS,1288
2006-04-30,CRIMINAL TRESPASS,1156
2006-05-31,CRIMINAL TRESPASS,1222
2006-06-30,CRIMINAL TRESPASS,1144
2006-07-31,CRIMINAL TRESPASS,1222
2006-08-31,CRIMINAL TRESPASS,1237
2006-09-30,CRIMINAL TRESPASS,1174
2006-10-31,CRIMINAL TRESPASS,1269
2006-11-30,CRIMINAL TRESPASS,1139
2006-12-31,CRIMINAL TRESPASS,1105
2007-01-31,CRIMINAL TRESPASS,1303
2007-02-28,CRIMINAL TRESPASS,987
2007-03-31,CRIMINAL TRESPASS,1175
2007-04-30,CRIMINAL TRESPASS,1115
2007-05-31,CRIMINAL TRESPASS,1297
2007-06-30,CRIMINAL TRESPASS,1122
2007-07-31,CRIMINAL TRESPASS,1193
2007-08-31,CRIMINAL TRESPASS,1258
2007-09-30,CRIMINAL TRESPASS,1112
2007-10-31,CRIMINAL TRESPASS,1181
2007-11-30,CRIMINAL TRESPASS,982
2007-12-31,CRIMINAL TRESPASS,973
2008-01-31,CRIMINAL TRESPASS,1082
2008-02-29,CRIMINAL TRESPASS,904
2008-03-31,CRIMINAL TRESPASS,989
2008-04-30,CRIMINAL TRESPASS,1054
2008-05-31,CRIMINAL TRESPASS,998
2008-06-30,CRIMINAL TRESPASS,933
2008-07-31,CRIMINAL TRESPASS,1097
2008-08-31,CRIMINAL TRESPASS,1117
2008-09-30,CRIMINAL TRESPASS,1089
2008-10-31,CRIMINAL TRESPASS,1169
2008-11-30,CRIMINAL TRESPASS,1005
2008-12-31,CRIMINAL TRESPASS,873
2009-01-31,CRIMINAL TRESPASS,981
2009-02-28,CRIMINAL TRESPASS,827
2009-03-31,CRIMINAL TRESPASS,1047
2009-04-30,CRIMINAL TRESPASS,967
2009-05-31,CRIMINAL TRESPASS,1008
2009-06-30,CRIMINAL TRESPASS,881
2009-07-31,CRIMINAL TRESPASS,880
2009-08-31,CRIMINAL TRESPASS,892
2009-09-30,CRIMINAL TRESPASS,872
2009-10-31,CRIMINAL TRESPASS,891
2009-11-30,CRIMINAL TRESPASS,839
2009-12-31,CRIMINAL TRESPASS,766
2010-01-31,CRIMINAL TRESPASS,925
2010-02-28,CRIMINAL TRESPASS,759
2010-03-31,CRIMINAL TRESPASS,919
2010-04-30,CRIMINAL TRESPASS,758
2010-05-31,CRIMINAL TRESPASS,790
2010-06-30,CRIMINAL TRESPASS,753
2010-07-31,CRIMINAL TRESPASS,769
2010-08-31,CRIMINAL TRESPASS,828
2010-09-30,CRIMINAL TRESPASS,773
2010-10-31,CRIMINAL TRESPASS,797
2010-11-30,CRIMINAL TRESPASS,744
2010-12-31,CRIMINAL TRESPASS,586
2011-01-31,CRIMINAL TRESPASS,722
2011-02-28,CRIMINAL TRESPASS,612
2011-03-31,CRIMINAL TRESPASS,759
2011-04-30,CRIMINAL TRESPASS,714
2011-05-31,CRIMINAL TRESPASS,781
2011-06-30,CRIMINAL TRESPASS,778
2011-07-31,CRIMINAL TRESPASS,770
2011-08-31,CRIMINAL TRESPASS,793
2011-09-30,CRIMINAL TRESPASS,742
2011-10-31,CRIMINAL TRESPASS,746
2011-11-30,CRIMINAL TRESPASS,622
2011-12-31,CRIMINAL TRESPASS,618
2012-01-31,CRIMINAL TRESPASS,662
2012-02-29,CRIMINAL TRESPASS,698
2012-03-31,CRIMINAL TRESPASS,686
2012-04-30,CRIMINAL TRESPASS,677
2012-05-31,CRIMINAL TRESPASS,706
2012-06-30,CRIMINAL TRESPASS,658
2012-07-31,CRIMINAL TRESPASS,772
2012-08-31,CRIMINAL TRESPASS,770
2012-09-30,CRIMINAL TRESPASS,703
2012-10-31,CRIMINAL TRESPASS,700
2012-11-30,CRIMINAL TRESPASS,599
2012-12-31,CRIMINAL TRESPASS,584
2013-01-31,CRIMINAL TRESPASS,740
2013-02-28,CRIMINAL TRESPASS,656
2013-03-31,CRIMINAL TRESPASS,699
2013-04-30,CRIMINAL TRESPASS,713
2013-05-31,CRIMINAL TRESPASS,729
2013-06-30,CRIMINAL TRESPASS,683
2013-07-31,CRIMINAL TRESPASS,680
2013-08-31,CRIMINAL TRESPASS,778
2013-09-30,CRIMINAL TRESPASS,633
2013-10-31,CRIMINAL TRESPASS,680
2013-11-30,CRIMINAL TRESPASS,614
2013-12-31,CRIMINAL TRESPASS,530
2014-01-31,CRIMINAL TRESPASS,575
2014-02-28,CRIMINAL TRESPASS,536
2014-03-31,CRIMINAL TRESPASS,702
2014-04-30,CRIMINAL TRESPASS,642
2014-05-31,CRIMINAL TRESPASS,647
2014-06-30,CRIMINAL TRESPASS,682
2014-07-31,CRIMINAL TRESPASS,708
2014-08-31,CRIMINAL TRESPASS,674
2014-09-30,CRIMINAL TRESPASS,604
2014-10-31,CRIMINAL TRESPASS,678
2014-11-30,CRIMINAL TRESPASS,552
2014-12-31,CRIMINAL TRESPASS,223
2004-01-31,DECEPTIVE PRACTICE,1132
2004-02-29,DECEPTIVE PRACTICE,975
2004-03-31,DECEPTIVE PRACTICE,1117
2004-04-30,DECEPTIVE PRACTICE,1101
2004-05-31,DECEPTIVE PRACTICE,1097
2004-06-30,DECEPTIVE PRACTICE,1097
2004-07-31,DECEPTIVE PRACTICE,1112
2004-08-31,DECEPTIVE PRACTICE,1132
2004-09-30,DECEPTIVE PRACTICE,1092
2004-10-31,DECEPTIVE PRACTICE,1131
2004-11-30,DECEPTIVE PRACTICE,1080
2004-12-31,DECEPTIVE PRACTICE,1133
2005-01-31,DECEPTIVE PRACTICE,1090
2005-02-28,DECEPTIVE PRACTICE,938
2005-03-31,DECEPTIVE PRACTICE,1093
2005-04-30,DECEPTIVE PRACTICE,1119
2005-05-31,DECEPTIVE PRACTICE,1099
2005-06-30,DECEPTIVE PRACTICE,1191
2005-07-31,DECEPTIVE PRACTICE,1183
2005-08-31,DECEPTIVE PRACTICE,1196
2005-09-30,DECEPTIVE PRACTICE,1163
2005-10-31,DECEPTIVE PRACTICE,1170
2005-11-30,DECEPTIVE PRACTICE,1116
2005-12-31,DECEPTIVE PRACTICE,1130
2006-01-31,DECEPTIVE PRACTICE,1118
2006-02-28,DECEPTIVE PRACTICE,902
2006-03-31,DECEPTIVE PRACTICE,1134
2006-04-30,DECEPTIVE PRACTICE,1031
2006-05-31,DECEPTIVE PRACTICE,1110
2006-06-30,DECEPTIVE PRACTICE,1157
2006-07-31,DECEPTIVE PRACTICE,1148
2006-08-31,DECEPTIVE PRACTICE,1241
2006-09-30,DECEPTIVE PRACTICE,1108
2006-10-31,DECEPTIVE PRACTICE,1220
2006-11-30,DECEPTIVE PRACTICE,1165
2006-12-31,DECEPTIVE PRACTICE,1137
2007-01-31,DECEPTIVE PRACTICE,1140
2007-02-28,DECEPTIVE PRACTICE,883
2007-03-31,DECEPTIVE PRACTICE,1190
2007-04-30,DECEPTIVE PRACTICE,1097
2007-05-31,DECEPTIVE PRACTICE,1169
2007-06-30,DECEPTIVE PRACTICE,1208
2007-07-31,DECEPTIVE PRACTICE,1281
2007-08-31,DECEPTIVE PRACTICE,1325
2007-09-30,DECEPTIVE PRACTICE,1147
2007-10-31,DECEPTIVE PRACTICE,1133
2007-11-30,DECEPTIVE PRACTICE,1176
2007-12-31,DECEPTIVE PRACTICE,1264
2008-01-31,DECEPTIVE PRACTICE,1206
2008-02-29,DECEPTIVE PRACTICE,1056
2008-03-31,DECEPTIVE PRACTICE,1126
2008-04-30,DECEPTIVE PRACTICE,1265
2008-05-31,DECEPTIVE PRACTICE,1272
2008-06-30,DECEPTIVE PRACTICE,1258
2008-07-31,DECEPTIVE PRACTICE,1298
2008-08-31,DECEPTIVE PRACTICE,1319
2008-09-30,DECEPTIVE PRACTICE,1237
2008-10-31,DECEPTIVE PRACTICE,1295
2008-11-30,DECEPTIVE PRACTICE,1183
2008-12-31,DECEPTIVE PRACTICE,1229
2009-01-31,DECEPTIVE PRACTICE,1197
2009-02-28,DECEPTIVE PRACTICE,1057
2009-03-31,DECEPTIVE PRACTICE,1224
2009-04-30,DECEPTIVE PRACTICE,1147
2009-05-31,DECEPTIVE PRACTICE,1106
2009-06-30,DECEPTIVE PRACTICE,1239
2009-07-31,DECEPTIVE PRACTICE,1105
2009-08-31,DECEPTIVE PRACTICE,1096
2009-09-30,DECEPTIVE PRACTICE,1101
2009-10-31,DECEPTIVE PRACTICE,1161
2009-11-30,DECEPTIVE PRACTICE,1081
2009-12-31,DECEPTIVE PRACTICE,1123
2010-01-31,DECEPTIVE PRACTICE,1043
2010-02-28,DECEPTIVE PRACTICE,958
2010-03-31,DECEPTIVE PRACTICE,1079
2010-04-30,DECEPTIVE PRACTICE,1100
2010-05-31,DECEPTIVE PRACTICE,970
2010-06-30,DECEPTIVE PRACTICE,1057
2010-07-31,DECEPTIVE PRACTICE,1130
2010-08-31,DECEPTIVE PRACTICE,1049
2010-09-30,DECEPTIVE PRACTICE,1020
2010-10-31,DECEPTIVE PRACTICE,964
2010-11-30,DECEPTIVE PRACTICE,857
2010-12-31,DECEPTIVE PRACTICE,996
2011-01-31,DECEPTIVE PRACTICE,895
2011-02-28,DECEPTIVE PRACTICE,757
2011-03-31,DECEPTIVE PRACTICE,991
2011-04-30,DECEPTIVE PRACTICE,959
2011-05-31,DECEPTIVE PRACTICE,1077
2011-06-30,DECEPTIVE PRACTICE,1026
2011-07-31,DECEPTIVE PRACTICE,955
2011-08-31,DECEPTIVE PRACTICE,1090
2011-09-30,DECEPTIVE PRACTICE,1165
2011-10-31,DECEPTIVE PRACTICE,1174
2011-11-30,DECEPTIVE PRACTICE,1061
2011-12-31,DECEPTIVE PRACTICE,1101
2012-01-31,DECEPTIVE PRACTICE,1035
2012-02-29,DECEPTIVE PRACTICE,958
2012-03-31,DECEPTIVE PRACTICE,1039
2012-04-30,DECEPTIVE PRACTICE,1048
2012-05-31,DECEPTIVE PRACTICE,1026
2012-06-30,DECEPTIVE PRACTICE,1060
2012-07-31,DECEPTIVE PRACTICE,1078
2012-08-31,DECEPTIVE PRACTICE,1175
2012-09-30,DECEPTIVE PRACTICE,1070
2012-10-31,DECEPTIVE PRACTICE,1197
2012-11-30,DECEPTIVE PRACTICE,1224
2012-12-31,DECEPTIVE PRACTICE,1155
2013-01-31,DECEPTIVE PRACTICE,1142
2013-02-28,DECEPTIVE PRACTICE,1016
2013-03-31,DECEPTIVE PRACTICE,1122
2013-04-30,DECEPTIVE PRACTICE,1148
2013-05-31,DECEPTIVE PRACTICE,1142
2013-06-30,DECEPTIVE PRACTICE,995
2013-07-31,DECEPTIVE PRACTICE,1068
2013-08-31,DECEPTIVE PRACTICE,1074
2013-09-30,DECEPTIVE PRACTICE,996
2013-10-31,DECEPTIVE PRACTICE,1032
2013-11-30,DECEPTIVE PRACTICE,1128
2013-12-31,DECEPTIVE PRACTICE,1046
2014-01-31,DECEPTIVE PRACTICE,1086
2014-02-28,DECEPTIVE PRACTICE,991
2014-03-31,DECEPTIVE PRACTICE,1489
2014-04-30,DECEPTIVE PRACTICE,1274
2014-05-31,DECEPTIVE PRACTICE,1151
2014-06-30,DECEPTIVE PRACTICE,1231
2014-07-31,DECEPTIVE PRACTICE,1226
2014-08-31,DECEPTIVE PRACTICE,1224
2014-09-30,DECEPTIVE PRACTICE,1154
2014-10-31,DECEPTIVE PRACTICE,1051
2014-11-30,DECEPTIVE PRACTICE,865
2014-12-31,DECEPTIVE PRACTICE,339
2004-01-31,GAMBLING,33
2004-02-29,GAMBLING,45
2004-03-31,GAMBLING,71
2004-04-30,GAMBLING,112
2004-05-31,GAMBLING,124
2004-06-30,GAMBLING,130
2004-07-31,GAMBLING,136
2004-08-31,GAMBLING,158
2004-09-30,GAMBLING,115
2004-10-31,GAMBLING,102
2004-11-30,GAMBLING,64
2004-12-31,GAMBLING,32
2005-01-31,GAMBLING,34
2005-02-28,GAMBLING,35
2005-03-31,GAMBLING,37
2005-04-30,GAMBLING,88
2005-05-31,GAMBLING,109
2005-06-30,GAMBLING,98
2005-07-31,GAMBLING,100
2005-08-31,GAMBLING,148
2005-09-30,GAMBLING,125
2005-10-31,GAMBLING,195
2005-11-30,GAMBLING,81
2005-12-31,GAMBLING,28
2006-01-31,GAMBLING,39
2006-02-28,GAMBLING,38
2006-03-31,GAMBLING,58
2006-04-30,GAMBLING,114
2006-05-31,GAMBLING,168
2006-06-30,GAMBLING,185
2006-07-31,GAMBLING,169
2006-08-31,GAMBLING,202
2006-09-30,GAMBLING,183
2006-10-31,GAMBLING,101
2006-11-30,GAMBLING,74
2006-12-31,GAMBLING,37
2007-01-31,GAMBLING,36
2007-02-28,GAMBLING,21
2007-03-31,GAMBLING,78
2007-04-30,GAMBLING,101
2007-05-31,GAMBLING,176
2007-06-30,GAMBLING,212
2007-07-31,GAMBLING,197
2007-08-31,GAMBLING,204
2007-09-30,GAMBLING,171
2007-10-31,GAMBLING,119
2007-11-30,GAMBLING,67
2007-12-31,GAMBLING,27
2008-01-31,GAMBLING,23
2008-02-29,GAMBLING,20
2008-03-31,GAMBLING,51
2008-04-30,GAMBLING,104
2008-05-31,GAMBLING,155
2008-06-30,GAMBLING,164
2008-07-31,GAMBLING,156
2008-08-31,GAMBLING,223
2008-09-30,GAMBLING,148
2008-10-31,GAMBLING,102
2008-11-30,GAMBLING,40
2008-12-31,GAMBLING,13
2009-01-31,GAMBLING,12
2009-02-28,GAMBLING,26
2009-03-31,GAMBLING,64
2009-04-30,GAMBLING,69
2009-05-31,GAMBLING,116
2009-06-30,GAMBLING,119
2009-07-31,GAMBLING,158
2009-08-31,GAMBLING,171
2009-09-30,GAMBLING,131
2009-10-31,GAMBLING,55
2009-11-30,GAMBLING,58
2009-12-31,GAMBLING,12
2010-01-31,GAMBLING,12
2010-02-28,GAMBLING,22
2010-03-31,GAMBLING,48
2010-04-30,GAMBLING,107
2010-05-31,GAMBLING,115
2010-06-30,GAMBLING,98
2010-07-31,GAMBLING,143
2010-08-31,GAMBLING,137
2010-09-30,GAMBLING,119
2010-10-31,GAMBLING,83
2010-11-30,GAMBLING,34
2010-12-31,GAMBLING,9
2011-01-31,GAMBLING,10
2011-02-28,GAMBLING,10
2011-03-31,GAMBLING,21
2011-04-30,GAMBLING,51
2011-05-31,GAMBLING,70
2011-06-30,GAMBLING,106
2011-07-31,GAMBLING,133
2011-08-31,GAMBLING,129
2011-09-30,GAMBLING,97
2011-10-31,GAMBLING,66
2011-11-30,GAMBLING,28
2011-12-31,GAMBLING,15
2012-01-31,GAMBLING,9
2012-02-29,GAMBLING,17
2012-03-31,GAMBLING,44
2012-04-30,GAMBLING,62
2012-05-31,GAMBLING,65
2012-06-30,GAMBLING,107
2012-07-31,GAMBLING,103
2012-08-31,GAMBLING,127
2012-09-30,GAMBLING,86
2012-10-31,GAMBLING,45
2012-11-30,GAMBLING,37
2012-12-31,GAMBLING,22
2013-01-31,GAMBLING,1
2013-02-28,GAMBLING,13
2013-03-31,GAMBLING,13
2013-04-30,GAMBLING,54
2013-05-31,GAMBLING,81
2013-06-30,GAMBLING,98
2013-07-31,GAMBLING,102
2013-08-31,GAMBLING,81
2013-09-30,GAMBLING,88
2013-10-31,GAMBLING,55
2013-11-30,GAMBLING,9
2013-12-31,GAMBLING,1
2014-01-31,GAMBLING,1
2014-02-28,GAMBLING,2
2014-03-31,GAMBLING,12
2014-04-30,GAMBLING,36
2014-05-31,GAMBLING,41
2014-06-30,GAMBLING,62
2014-07-31,GAMBLING,61
2014-08-31,GAMBLING,69
2014-09-30,GAMBLING,53
2014-10-31,GAMBLING,41
2014-11-30,GAMBLING,11
2004-01-31,HOMICIDE,29
2004-02-29,HOMICIDE,36
2004-03-31,HOMICIDE,43
2004-04-30,HOMICIDE,30
2004-05-31,HOMICIDE,34
2004-06-30,HOMICIDE,46
2004-07-31,HOMICIDE,53
2004-08-31,HOMICIDE,53
2004-09-30,HOMICIDE,33
2004-10-31,HOMICIDE,34
2004-11-30,HOMICIDE,32
2004-12-31,HOMICIDE,31
2005-01-31,HOMICIDE,20
2005-02-28,HOMICIDE,24
2005-03-31,HOMICIDE,37
2005-04-30,HOMICIDE,36
2005-05-31,HOMICIDE,43
2005-06-30,HOMICIDE,50
2005-07-31,HOMICIDE,58
2005-08-31,HOMICIDE,53
2005-09-30,HOMICIDE,32
2005-10-31,HOMICIDE,41
2005-11-30,HOMICIDE,29
2005-12-31,HOMICIDE,30
2006-01-31,HOMICIDE,29
2006-02-28,HOMICIDE,17
2006-03-31,HOMICIDE,34
2006-04-30,HOMICIDE,37
2006-05-31,HOMICIDE,42
2006-06-30,HOMICIDE,45
2006-07-31,HOMICIDE,66
2006-08-31,HOMICIDE,32
2006-09-30,HOMICIDE,58
2006-10-31,HOMICIDE,41
2006-11-30,HOMICIDE,43
2006-12-31,HOMICIDE,33
2007-01-31,HOMICIDE,26
2007-02-28,HOMICIDE,22
2007-03-31,HOMICIDE,41
2007-04-30,HOMICIDE,36
2007-05-31,HOMICIDE,34
2007-06-30,HOMICIDE,47
2007-07-31,HOMICIDE,44
2007-08-31,HOMICIDE,47
2007-09-30,HOMICIDE,49
2007-10-31,HOMICIDE,38
2007-11-30,HOMICIDE,30
2007-12-31,HOMICIDE,34
2008-01-31,HOMICIDE,34
2008-02-29,HOMICIDE,20
2008-03-31,HOMICIDE,33
2008-04-30,HOMICIDE,47
2008-05-31,HOMICIDE,42
2008-06-30,HOMICIDE,52
2008-07-31,HOMICIDE,62
2008-08-31,HOMICIDE,48
2008-09-30,HOMICIDE,55
2008-10-31,HOMICIDE,50
2008-11-30,HOMICIDE,40
2008-12-31,HOMICIDE,30
2009-01-31,HOMICIDE,25
2009-02-28,HOMICIDE,25
2009-03-31,HOMICIDE,20
2009-04-30,HOMICIDE,40
2009-05-31,HOMICIDE,47
2009-06-30,HOMICIDE,45
2009-07-31,HOMICIDE,57
2009-08-31,HOMICIDE,48
2009-09-30,HOMICIDE,43
2009-10-31,HOMICIDE,37
2009-11-30,HOMICIDE,37
2009-12-31,HOMICIDE,36
2010-01-31,HOMICIDE,22
2010-02-28,HOMICIDE,22
2010-03-31,HOMICIDE,31
2010-04-30,HOMICIDE,46
2010-05-31,HOMICIDE,46
2010-06-30,HOMICIDE,49
2010-07-31,HOMICIDE,42
2010-08-31,HOMICIDE,57
2010-09-30,HOMICIDE,31
2010-10-31,HOMICIDE,36
2010-11-30,HOMICIDE,33
2010-12-31,HOMICIDE,23
2011-01-31,HOMICIDE,28
2011-02-28,HOMICIDE,24
2011-03-31,HOMICIDE,23
2011-04-30,HOMICIDE,30
2011-05-31,HOMICIDE,38
2011-06-30,HOMICIDE,45
2011-07-31,HOMICIDE,55
2011-08-31,HOMICIDE,35
2011-09-30,HOMICIDE,40
2011-10-31,HOMICIDE,44
2011-11-30,HOMICIDE,37
2011-12-31,HOMICIDE,37
2012-01-31,HOMICIDE,39
2012-02-29,HOMICIDE,27
2012-03-31,HOMICIDE,53
2012-04-30,HOMICIDE,39
2012-05-31,HOMICIDE,50
2012-06-30,HOMICIDE,47
2012-07-31,HOMICIDE,49
2012-08-31,HOMICIDE,55
2012-09-30,HOMICIDE,44
2012-10-31,HOMICIDE,37
2012-11-30,HOMICIDE,39
2012-12-31,HOMICIDE,24
2013-01-31,HOMICIDE,41
2013-02-28,HOMICIDE,13
2013-03-31,HOMICIDE,16
2013-04-30,HOMICIDE,25
2013-05-31,HOMICIDE,44
2013-06-30,HOMICIDE,44
2013-07-31,HOMICIDE,47
2013-08-31,HOMICIDE,50
2013-09-30,HOMICIDE,42
2013-10-31,HOMICIDE,32
2013-11-30,HOMICIDE,28
2013-12-31,HOMICIDE,37
2014-01-31,HOMICIDE,20
2014-02-28,HOMICIDE,21
2014-03-31,HOMICIDE,22
2014-04-30,HOMICIDE,37
2014-05-31,HOMICIDE,41
2014-06-30,HOMICIDE,36
2014-07-31,HOMICIDE,38
2014-08-31,HOMICIDE,46
2014-09-30,HOMICIDE,45
2014-10-31,HOMICIDE,33
2014-11-30,HOMICIDE,37
2014-12-31,HOMICIDE,10
2004-01-31,INTERFERENCE WITH PUBLIC OFFICER,29
2004-02-29,INTERFERENCE WITH PUBLIC OFFICER,37
2004-03-31,INTERFERENCE WITH PUBLIC OFFICER,44
2004-04-30,INTERFERENCE WITH PUBLIC OFFICER,39
2004-05-31,INTERFERENCE WITH PUBLIC OFFICER,39
2004-06-30,INTERFERENCE WITH PUBLIC OFFICER,52
2004-07-31,INTERFERENCE WITH PUBLIC OFFICER,36
2004-08-31,INTERFERENCE WITH PUBLIC OFFICER,46
2004-09-30,INTERFERENCE WITH PUBLIC OFFICER,64
2004-10-31,INTERFERENCE WITH PUBLIC OFFICER,49
2004-11-30,INTERFERENCE WITH PUBLIC OFFICER,53
2004-12-31,INTERFERENCE WITH PUBLIC OFFICER,42
2005-01-31,INTERFERENCE WITH PUBLIC OFFICER,41
2005-02-28,INTERFERENCE WITH PUBLIC OFFICER,43
2005-03-31,INTERFERENCE WITH PUBLIC OFFICER,51
2005-04-30,INTERFERENCE WITH PUBLIC OFFICER,46
2005-05-31,INTERFERENCE WITH PUBLIC OFFICER,50
2005-06-30,INTERFERENCE WITH PUBLIC OFFICER,53
2005-07-31,INTERFERENCE WITH PUBLIC OFFICER,76
2005-08-31,INTERFERENCE WITH PUBLIC OFFICER,72
2005-09-30,INTERFERENCE WITH PUBLIC OFFICER,57
2005-10-31,INTERFERENCE WITH PUBLIC OFFICER,46
2005-11-30,INTERFERENCE WITH PUBLIC OFFICER,40
2005-12-31,INTERFERENCE WITH PUBLIC OFFICER,39
2006-01-31,INTERFERENCE WITH PUBLIC OFFICER,52
2006-02-28,INTERFERENCE WITH PUBLIC OFFICER,38
2006-03-31,INTERFERENCE WITH PUBLIC OFFICER,76
2006-04-30,INTERFERENCE WITH PUBLIC OFFICER,63
2006-05-31,INTERFERENCE WITH PUBLIC OFFICER,60
2006-06-30,INTERFERENCE WITH PUBLIC OFFICER,74
2006-07-31,INTERFERENCE WITH PUBLIC OFFICER,79
2006-08-31,INTERFERENCE WITH PUBLIC OFFICER,65
2006-09-30,INTERFERENCE WITH PUBLIC OFFICER,73
2006-10-31,INTERFERENCE WITH PUBLIC OFFICER,71
2006-11-30,INTERFERENCE WITH PUBLIC OFFICER,60
2006-12-31,INTERFERENCE WITH PUBLIC OFFICER,45
2007-01-31,INTERFERENCE WITH PUBLIC OFFICER,45
2007-02-28,INTERFERENCE WITH PUBLIC OFFICER,41
2007-03-31,INTERFERENCE WITH PUBLIC OFFICER,61
2007-04-30,INTERFERENCE WITH PUBLIC OFFICER,65
2007-05-31,INTERFERENCE WITH PUBLIC OFFICER,57
2007-06-30,INTERFERENCE WITH PUBLIC OFFICER,59
2007-07-31,INTERFERENCE WITH PUBLIC OFFICER,82
2007-08-31,INTERFERENCE WITH PUBLIC OFFICER,52
2007-09-30,INTERFERENCE WITH PUBLIC OFFICER,61
2007-10-31,INTERFERENCE WITH PUBLIC OFFICER,70
2007-11-30,INTERFERENCE WITH PUBLIC OFFICER,46
2007-12-31,INTERFERENCE WITH PUBLIC OFFICER,38
2008-01-31,INTERFERENCE WITH PUBLIC OFFICER,32
2008-02-29,INTERFERENCE WITH PUBLIC OFFICER,32
2008-03-31,INTERFERENCE WITH PUBLIC OFFICER,39
2008-04-30,INTERFERENCE WITH PUBLIC OFFICER,52
2008-05-31,INTERFERENCE WITH PUBLIC OFFICER,54
2008-06-30,INTERFERENCE WITH PUBLIC OFFICER,52
2008-07-31,INTERFERENCE WITH PUBLIC OFFICER,62
2008-08-31,INTERFERENCE WITH PUBLIC OFFICER,60
2008-09-30,INTERFERENCE WITH PUBLIC OFFICER,58
2008-10-31,INTERFERENCE WITH PUBLIC OFFICER,64
