Date,Primary Type,Count
2008-11-30,INTERFERENCE WITH PUBLIC OFFICER,49
2008-12-31,INTERFERENCE WITH PUBLIC OFFICER,25
2009-01-31,INTERFERENCE WITH PUBLIC OFFICER,42
2009-02-28,INTERFERENCE WITH PUBLIC OFFICER,55
2009-03-31,INTERFERENCE WITH PUBLIC OFFICER,55
2009-04-30,INTERFERENCE WITH PUBLIC OFFICER,37
2009-05-31,INTERFERENCE WITH PUBLIC OFFICER,56
2009-06-30,INTERFERENCE WITH PUBLIC OFFICER,35
2009-07-31,INTERFERENCE WITH PUBLIC OFFICER,48
2009-08-31,INTERFERENCE WITH PUBLIC OFFICER,63
2009-09-30,INTERFERENCE WITH PUBLIC OFFICER,64
2009-10-31,INTERFERENCE WITH PUBLIC OFFICER,48
2009-11-30,INTERFERENCE WITH PUBLIC OFFICER,36
2009-12-31,INTERFERENCE WITH PUBLIC OFFICER,33
2010-01-31,INTERFERENCE WITH PUBLIC OFFICER,50
2010-02-28,INTERFERENCE WITH PUBLIC OFFICER,55
2010-03-31,INTERFERENCE WITH PUBLIC OFFICER,68
2010-04-30,INTERFERENCE WITH PUBLIC OFFICER,67
2010-05-31,INTERFERENCE WITH PUBLIC OFFICER,73
2010-06-30,INTERFERENCE WITH PUBLIC OFFICER,81
2010-07-31,INTERFERENCE WITH PUBLIC OFFICER,77
2010-08-31,INTERFERENCE WITH PUBLIC OFFICER,79
2010-09-30,INTERFERENCE WITH PUBLIC OFFICER,75
2010-10-31,INTERFERENCE WITH PUBLIC OFFICER,71
2010-11-30,INTERFERENCE WITH PUBLIC OFFICER,57
2010-12-31,INTERFERENCE WITH PUBLIC OFFICER,43
2011-01-31,INTERFERENCE WITH PUBLIC OFFICER,60
2011-02-28,INTERFERENCE WITH PUBLIC OFFICER,55
2011-03-31,INTERFERENCE WITH PUBLIC OFFICER,61
2011-04-30,INTERFERENCE WITH PUBLIC OFFICER,62
2011-05-31,INTERFERENCE WITH PUBLIC OFFICER,85
2011-06-30,INTERFERENCE WITH PUBLIC OFFICER,93
2011-07-31,INTERFERENCE WITH PUBLIC OFFICER,124
2011-08-31,INTERFERENCE WITH PUBLIC OFFICER,129
2011-09-30,INTERFERENCE WITH PUBLIC OFFICER,110
2011-10-31,INTERFERENCE WITH PUBLIC OFFICER,93
2011-11-30,INTERFERENCE WITH PUBLIC OFFICER,93
2011-12-31,INTERFERENCE WITH PUBLIC OFFICER,83
2012-01-31,INTERFERENCE WITH PUBLIC OFFICER,80
2012-02-29,INTERFERENCE WITH PUBLIC OFFICER,105
2012-03-31,INTERFERENCE WITH PUBLIC OFFICER,100
2012-04-30,INTERFERENCE WITH PUBLIC OFFICER,99
2012-05-31,INTERFERENCE WITH PUBLIC OFFICER,106
2012-06-30,INTERFERENCE WITH PUBLIC OFFICER,131
2012-07-31,INTERFERENCE WITH PUBLIC OFFICER,122
2012-08-31,INTERFERENCE WITH PUBLIC OFFICER,130
2012-09-30,INTERFERENCE WITH PUBLIC OFFICER,101
2012-10-31,INTERFERENCE WITH PUBLIC OFFICER,83
2012-11-30,INTERFERENCE WITH PUBLIC OFFICER,92
2012-12-31,INTERFERENCE WITH PUBLIC OFFICER,79
2013-01-31,INTERFERENCE WITH PUBLIC OFFICER,101
2013-02-28,INTERFERENCE WITH PUBLIC OFFICER,75
2013-03-31,INTERFERENCE WITH PUBLIC OFFICER,119
2013-04-30,INTERFERENCE WITH PUBLIC OFFICER,130
2013-05-31,INTERFERENCE WITH PUBLIC OFFICER,128
2013-06-30,INTERFERENCE WITH PUBLIC OFFICER,122
2013-07-31,INTERFERENCE WITH PUBLIC OFFICER,108
2013-08-31,INTERFERENCE WITH PUBLIC OFFICER,129
2013-09-30,INTERFERENCE WITH PUBLIC OFFICER,110
2013-10-31,INTERFERENCE WITH PUBLIC OFFICER,86
2013-11-30,INTERFERENCE WITH PUBLIC OFFICER,79
2013-12-31,INTERFERENCE WITH PUBLIC OFFICER,94
2014-01-31,INTERFERENCE WITH PUBLIC OFFICER,90
2014-02-28,INTERFERENCE WITH PUBLIC OFFICER,84
2014-03-31,INTERFERENCE WITH PUBLIC OFFICER,92
2014-04-30,INTERFERENCE WITH PUBLIC OFFICER,112
2014-05-31,INTERFERENCE WITH PUBLIC OFFICER,131
2014-06-30,INTERFERENCE WITH PUBLIC OFFICER,140
2014-07-31,INTERFERENCE WITH PUBLIC OFFICER,158
2014-08-31,INTERFERENCE WITH PUBLIC OFFICER,167
2014-09-30,INTERFERENCE WITH PUBLIC OFFICER,138
2014-10-31,INTERFERENCE WITH PUBLIC OFFICER,108
2014-11-30,INTERFERENCE WITH PUBLIC OFFICER,97
2014-12-31,INTERFERENCE WITH PUBLIC OFFICER,41
2004-01-31,INTIMIDATION,29
2004-02-29,INTIMIDATION,32
2004-03-31,INTIMIDATION,33
2004-04-30,INTIMIDATION,34
2004-05-31,INTIMIDATION,26
2004-06-30,INTIMIDATION,32
2004-07-31,INTIMIDATION,29
2004-08-31,INTIMIDATION,28
2004-09-30,INTIMIDATION,31
2004-10-31,INTIMIDATION,33
2004-11-30,INTIMIDATION,24
2004-12-31,INTIMIDATION,18
2005-01-31,INTIMIDATION,20
2005-02-28,INTIMIDATION,17
2005-03-31,INTIMIDATION,21
2005-04-30,INTIMIDATION,26
2005-05-31,INTIMIDATION,20
2005-06-30,INTIMIDATION,26
2005-07-31,INTIMIDATION,27
2005-08-31,INTIMIDATION,24
2005-09-30,INTIMIDATION,17
2005-10-31,INTIMIDATION,21
2005-11-30,INTIMIDATION,23
2005-12-31,INTIMIDATION,16
2006-01-31,INTIMIDATION,31
2006-02-28,INTIMIDATION,16
2006-03-31,INTIMIDATION,17
2006-04-30,INTIMIDATION,23
2006-05-31,INTIMIDATION,25
2006-06-30,INTIMIDATION,15
2006-07-31,INTIMIDATION,25
2006-08-31,INTIMIDATION,34
2006-09-30,INTIMIDATION,27
2006-10-31,INTIMIDATION,23
2006-11-30,INTIMIDATION,19
2006-12-31,INTIMIDATION,21
2007-01-31,INTIMIDATION,16
2007-02-28,INTIMIDATION,21
2007-03-31,INTIMIDATION,26
2007-04-30,INTIMIDATION,19
2007-05-31,INTIMIDATION,37
2007-06-30,INTIMIDATION,18
2007-07-31,INTIMIDATION,22
2007-08-31,INTIMIDATION,19
2007-09-30,INTIMIDATION,25
2007-10-31,INTIMIDATION,21
2007-11-30,INTIMIDATION,17
2007-12-31,INTIMIDATION,14
2008-01-31,INTIMIDATION,16
2008-02-29,INTIMIDATION,18
2008-03-31,INTIMIDATION,20
2008-04-30,INTIMIDATION,29
2008-05-31,INTIMIDATION,31
2008-06-30,INTIMIDATION,25
2008-07-31,INTIMIDATION,29
2008-08-31,INTIMIDATION,17
2008-09-30,INTIMIDATION,21
2008-10-31,INTIMIDATION,21
2008-11-30,INTIMIDATION,24
2008-12-31,INTIMIDATION,9
2009-01-31,INTIMIDATION,21
2009-02-28,INTIMIDATION,23
2009-03-31,INTIMIDATION,23
2009-04-30,INTIMIDATION,11
2009-05-31,INTIMIDATION,25
2009-06-30,INTIMIDATION,15
2009-07-31,INTIMIDATION,15
2009-08-31,INTIMIDATION,18
2009-09-30,INTIMIDATION,28
2009-10-31,INTIMIDATION,22
2009-11-30,INTIMIDATION,15
2009-12-31,INTIMIDATION,15
2010-01-31,INTIMIDATION,23
2010-02-28,INTIMIDATION,12
2010-03-31,INTIMIDATION,21
2010-04-30,INTIMIDATION,23
2010-05-31,INTIMIDATION,15
2010-06-30,INTIMIDATION,26
2010-07-31,INTIMIDATION,15
2010-08-31,INTIMIDATION,15
2010-09-30,INTIMIDATION,16
2010-10-31,INTIMIDATION,14
2010-11-30,INTIMIDATION,12
2010-12-31,INTIMIDATION,5
2011-01-31,INTIMIDATION,10
2011-02-28,INTIMIDATION,16
2011-03-31,INTIMIDATION,15
2011-04-30,INTIMIDATION,8
2011-05-31,INTIMIDATION,15
2011-06-30,INTIMIDATION,14
2011-07-31,INTIMIDATION,18
2011-08-31,INTIMIDATION,16
2011-09-30,INTIMIDATION,17
2011-10-31,INTIMIDATION,18
2011-11-30,INTIMIDATION,10
2011-12-31,INTIMIDATION,13
2012-01-31,INTIMIDATION,10
2012-02-29,INTIMIDATION,11
2012-03-31,INTIMIDATION,13
2012-04-30,INTIMIDATION,15
2012-05-31,INTIMIDATION,17
2012-06-30,INTIMIDATION,7
2012-07-31,INTIMIDATION,17
2012-08-31,INTIMIDATION,11
2012-09-30,INTIMIDATION,18
2012-10-31,INTIMIDATION,12
2012-11-30,INTIMIDATION,9
2012-12-31,INTIMIDATION,16
2013-01-31,INTIMIDATION,5
2013-02-28,INTIMIDATION,11
2013-03-31,INTIMIDATION,10
2013-04-30,INTIMIDATION,14
2013-05-31,INTIMIDATION,16
2013-06-30,INTIMIDATION,8
2013-07-31,INTIMIDATION,14
2013-08-31,INTIMIDATION,15
2013-09-30,INTIMIDATION,9
2013-10-31,INTIMIDATION,12
2013-11-30,INTIMIDATION,8
2013-12-31,INTIMIDATION,11
2014-01-31,INTIMIDATION,10
2014-02-28,INTIMIDATION,4
2014-03-31,INTIMIDATION,12
2014-04-30,INTIMIDATION,5
2014-05-31,INTIMIDATION,10
2014-06-30,INTIMIDATION,11
2014-07-31,INTIMIDATION,10
2014-08-31,INTIMIDATION,15
2014-09-30,INTIMIDATION,14
2014-10-31,INTIMIDATION,9
2014-11-30,INTIMIDATION,5
2014-12-31,INTIMIDATION,3
2004-01-31,KIDNAPPING,53
2004-02-29,KIDNAPPING,53
2004-03-31,KIDNAPPING,50
2004-04-30,KIDNAPPING,45
2004-05-31,KIDNAPPING,38
2004-06-30,KIDNAPPING,33
2004-07-31,KIDNAPPING,35
2004-08-31,KIDNAPPING,23
2004-09-30,KIDNAPPING,31
2004-10-31,KIDNAPPING,39
2004-11-30,KIDNAPPING,34
2004-12-31,KIDNAPPING,47
2005-01-31,KIDNAPPING,26
2005-02-28,KIDNAPPING,23
2005-03-31,KIDNAPPING,33
2005-04-30,KIDNAPPING,24
2005-05-31,KIDNAPPING,41
2005-06-30,KIDNAPPING,34
2005-07-31,KIDNAPPING,35
2005-08-31,KIDNAPPING,41
2005-09-30,KIDNAPPING,28
2005-10-31,KIDNAPPING,30
2005-11-30,KIDNAPPING,35
2005-12-31,KIDNAPPING,39
2006-01-31,KIDNAPPING,32
2006-02-28,KIDNAPPING,30
2006-03-31,KIDNAPPING,33
2006-04-30,KIDNAPPING,31
2006-05-31,KIDNAPPING,36
2006-06-30,KIDNAPPING,34
2006-07-31,KIDNAPPING,30
2006-08-31,KIDNAPPING,18
2006-09-30,KIDNAPPING,22
2006-10-31,KIDNAPPING,31
2006-11-30,KIDNAPPING,21
2006-12-31,KIDNAPPING,21
2007-01-31,KIDNAPPING,30
2007-02-28,KIDNAPPING,22
2007-03-31,KIDNAPPING,35
2007-04-30,KIDNAPPING,30
2007-05-31,KIDNAPPING,28
2007-06-30,KIDNAPPING,27
2007-07-31,KIDNAPPING,25
2007-08-31,KIDNAPPING,23
2007-09-30,KIDNAPPING,30
2007-10-31,KIDNAPPING,21
2007-11-30,KIDNAPPING,32
2007-12-31,KIDNAPPING,26
2008-01-31,KIDNAPPING,30
2008-02-29,KIDNAPPING,33
2008-03-31,KIDNAPPING,28
2008-04-30,KIDNAPPING,33
2008-05-31,KIDNAPPING,35
2008-06-30,KIDNAPPING,29
2008-07-31,KIDNAPPING,34
2008-08-31,KIDNAPPING,20
2008-09-30,KIDNAPPING,30
2008-10-31,KIDNAPPING,31
2008-11-30,KIDNAPPING,24
2008-12-31,KIDNAPPING,32
2009-01-31,KIDNAPPING,25
2009-02-28,KIDNAPPING,26
2009-03-31,KIDNAPPING,18
2009-04-30,KIDNAPPING,21
2009-05-31,KIDNAPPING,21
2009-06-30,KIDNAPPING,24
2009-07-31,KIDNAPPING,25
2009-08-31,KIDNAPPING,17
2009-09-30,KIDNAPPING,29
2009-10-31,KIDNAPPING,27
2009-11-30,KIDNAPPING,34
2009-12-31,KIDNAPPING,26
2010-01-31,KIDNAPPING,32
2010-02-28,KIDNAPPING,29
2010-03-31,KIDNAPPING,34
2010-04-30,KIDNAPPING,30
2010-05-31,KIDNAPPING,37
2010-06-30,KIDNAPPING,21
2010-07-31,KIDNAPPING,21
2010-08-31,KIDNAPPING,22
2010-09-30,KIDNAPPING,23
2010-10-31,KIDNAPPING,26
2010-11-30,KIDNAPPING,23
2010-12-31,KIDNAPPING,15
2011-01-31,KIDNAPPING,19
2011-02-28,KIDNAPPING,17
2011-03-31,KIDNAPPING,16
2011-04-30,KIDNAPPING,27
2011-05-31,KIDNAPPING,22
2011-06-30,KIDNAPPING,30
2011-07-31,KIDNAPPING,23
2011-08-31,KIDNAPPING,18
2011-09-30,KIDNAPPING,18
2011-10-31,KIDNAPPING,24
2011-11-30,KIDNAPPING,27
2011-12-31,KIDNAPPING,24
2012-01-31,KIDNAPPING,17
2012-02-29,KIDNAPPING,14
2012-03-31,KIDNAPPING,15
2012-04-30,KIDNAPPING,23
2012-05-31,KIDNAPPING,20
2012-06-30,KIDNAPPING,21
2012-07-31,KIDNAPPING,21
2012-08-31,KIDNAPPING,22
2012-09-30,KIDNAPPING,25
2012-10-31,KIDNAPPING,25
2012-11-30,KIDNAPPING,15
2012-12-31,KIDNAPPING,18
2013-01-31,KIDNAPPING,23
2013-02-28,KIDNAPPING,22
2013-03-31,KIDNAPPING,19
2013-04-30,KIDNAPPING,11
2013-05-31,KIDNAPPING,26
2013-06-30,KIDNAPPING,27
2013-07-31,KIDNAPPING,22
2013-08-31,KIDNAPPING,26
2013-09-30,KIDNAPPING,18
2013-10-31,KIDNAPPING,12
2013-11-30,KIDNAPPING,23
2013-12-31,KIDNAPPING,14
2014-01-31,KIDNAPPING,20
2014-02-28,KIDNAPPING,16
2014-03-31,KIDNAPPING,22
2014-04-30,KIDNAPPING,12
2014-05-31,KIDNAPPING,21
2014-06-30,KIDNAPPING,22
2014-07-31,KIDNAPPING,20
2014-08-31,KIDNAPPING,22
2014-09-30,KIDNAPPING,21
2014-10-31,KIDNAPPING,22
2014-11-30,KIDNAPPING,14
2014-12-31,KIDNAPPING,5
2004-01-31,LIQUOR LAW VIOLATION,71
2004-02-29,LIQUOR LAW VIOLATION,75
2004-03-31,LIQUOR LAW VIOLATION,98
2004-04-30,LIQUOR LAW VIOLATION,81
2004-05-31,LIQUOR LAW VIOLATION,86
2004-06-30,LIQUOR LAW VIOLATION,99
2004-07-31,LIQUOR LAW VIOLATION,99
2004-08-31,LIQUOR LAW VIOLATION,90
2004-09-30,LIQUOR LAW VIOLATION,96
2004-10-31,LIQUOR LAW VIOLATION,71
2004-11-30,LIQUOR LAW VIOLATION,61
2004-12-31,LIQUOR LAW VIOLATION,58
2005-01-31,LIQUOR LAW VIOLATION,40
2005-02-28,LIQUOR LAW VIOLATION,82
2005-03-31,LIQUOR LAW VIOLATION,108
2005-04-30,LIQUOR LAW VIOLATION,94
2005-05-31,LIQUOR LAW VIOLATION,100
2005-06-30,LIQUOR LAW VIOLATION,93
2005-07-31,LIQUOR LAW VIOLATION,83
2005-08-31,LIQUOR LAW VIOLATION,79
2005-09-30,LIQUOR LAW VIOLATION,94
2005-10-31,LIQUOR LAW VIOLATION,88
2005-11-30,LIQUOR LAW VIOLATION,79
2005-12-31,LIQUOR LAW VIOLATION,65
2006-01-31,LIQUOR LAW VIOLATION,100
2006-02-28,LIQUOR LAW VIOLATION,84
2006-03-31,LIQUOR LAW VIOLATION,105
2006-04-30,LIQUOR LAW VIOLATION,114
2006-05-31,LIQUOR LAW VIOLATION,78
2006-06-30,LIQUOR LAW VIOLATION,124
2006-07-31,LIQUOR LAW VIOLATION,95
2006-08-31,LIQUOR LAW VIOLATION,107
2006-09-30,LIQUOR LAW VIOLATION,99
2006-10-31,LIQUOR LAW VIOLATION,89
2006-11-30,LIQUOR LAW VIOLATION,78
2006-12-31,LIQUOR LAW VIOLATION,62
2007-01-31,LIQUOR LAW VIOLATION,104
2007-02-28,LIQUOR LAW VIOLATION,77
2007-03-31,LIQUOR LAW VIOLATION,116
2007-04-30,LIQUOR LAW VIOLATION,90
2007-05-31,LIQUOR LAW VIOLATION,117
2007-06-30,LIQUOR LAW VIOLATION,118
2007-07-31,LIQUOR LAW VIOLATION,99
2007-08-31,LIQUOR LAW VIOLATION,110
2007-09-30,LIQUOR LAW VIOLATION,105
2007-10-31,LIQUOR LAW VIOLATION,92
2007-11-30,LIQUOR LAW VIOLATION,91
2007-12-31,LIQUOR LAW VIOLATION,51
2008-01-31,LIQUOR LAW VIOLATION,70
2008-02-29,LIQUOR LAW VIOLATION,64
2008-03-31,LIQUOR LAW VIOLATION,90
2008-04-30,LIQUOR LAW VIOLATION,87
2008-05-31,LIQUOR LAW VIOLATION,97
2008-06-30,LIQUOR LAW VIOLATION,96
2008-07-31,LIQUOR LAW VIOLATION,95
2008-08-31,LIQUOR LAW VIOLATION,72
2008-09-30,LIQUOR LAW VIOLATION,73
2008-10-31,LIQUOR LAW VIOLATION,83
2008-11-30,LIQUOR LAW VIOLATION,55
2008-12-31,LIQUOR LAW VIOLATION,30
2009-01-31,LIQUOR LAW VIOLATION,55
2009-02-28,LIQUOR LAW VIOLATION,70
2009-03-31,LIQUOR LAW VIOLATION,80
2009-04-30,LIQUOR LAW VIOLATION,72
2009-05-31,LIQUOR LAW VIOLATION,67
2009-06-30,LIQUOR LAW VIOLATION,57
2009-07-31,LIQUOR LAW VIOLATION,68
2009-08-31,LIQUOR LAW VIOLATION,68
2009-09-30,LIQUOR LAW VIOLATION,53
2009-10-31,LIQUOR LAW VIOLATION,68
2009-11-30,LIQUOR LAW VIOLATION,59
2009-12-31,LIQUOR LAW VIOLATION,29
2010-01-31,LIQUOR LAW VIOLATION,58
2010-02-28,LIQUOR LAW VIOLATION,62
2010-03-31,LIQUOR LAW VIOLATION,68
2010-04-30,LIQUOR LAW VIOLATION,85
2010-05-31,LIQUOR LAW VIOLATION,63
2010-06-30,LIQUOR LAW VIOLATION,80
2010-07-31,LIQUOR LAW VIOLATION,69
2010-08-31,LIQUOR LAW VIOLATION,59
2010-09-30,LIQUOR LAW VIOLATION,57
2010-10-31,LIQUOR LAW VIOLATION,61
2010-11-30,LIQUOR LAW VIOLATION,53
2010-12-31,LIQUOR LAW VIOLATION,21
2011-01-31,LIQUOR LAW VIOLATION,56
2011-02-28,LIQUOR LAW VIOLATION,37
2011-03-31,LIQUOR LAW VIOLATION,45
2011-04-30,LIQUOR LAW VIOLATION,67
2011-05-31,LIQUOR LAW VIOLATION,53
2011-06-30,LIQUOR LAW VIOLATION,59
2011-07-31,LIQUOR LAW VIOLATION,67
2011-08-31,LIQUOR LAW VIOLATION,68
2011-09-30,LIQUOR LAW VIOLATION,50
2011-10-31,LIQUOR LAW VIOLATION,56
2011-11-30,LIQUOR LAW VIOLATION,32
2011-12-31,LIQUOR LAW VIOLATION,29
2012-01-31,LIQUOR LAW VIOLATION,50
2012-02-29,LIQUOR LAW VIOLATION,52
2012-03-31,LIQUOR LAW VIOLATION,74
2012-04-30,LIQUOR LAW VIOLATION,53
2012-05-31,LIQUOR LAW VIOLATION,37
2012-06-30,LIQUOR LAW VIOLATION,51
2012-07-31,LIQUOR LAW VIOLATION,42
2012-08-31,LIQUOR LAW VIOLATION,45
2012-09-30,LIQUOR LAW VIOLATION,57
2012-10-31,LIQUOR LAW VIOLATION,39
2012-11-30,LIQUOR LAW VIOLATION,43
2012-12-31,LIQUOR LAW VIOLATION,30
2013-01-31,LIQUOR LAW VIOLATION,40
2013-02-28,LIQUOR LAW VIOLATION,33
2013-03-31,LIQUOR LAW VIOLATION,65
2013-04-30,LIQUOR LAW VIOLATION,35
2013-05-31,LIQUOR LAW VIOLATION,47
2013-06-30,LIQUOR LAW VIOLATION,59
2013-07-31,LIQUOR LAW VIOLATION,28
2013-08-31,LIQUOR LAW VIOLATION,29
2013-09-30,LIQUOR LAW VIOLATION,46
2013-10-31,LIQUOR LAW VIOLATION,29
2013-11-30,LIQUOR LAW VIOLATION,34
2013-12-31,LIQUOR LAW VIOLATION,20
2014-01-31,LIQUOR LAW VIOLATION,31
2014-02-28,LIQUOR LAW VIOLATION,25
2014-03-31,LIQUOR LAW VIOLATION,24
2014-04-30,LIQUOR LAW VIOLATION,31
2014-05-31,LIQUOR LAW VIOLATION,50
2014-06-30,LIQUOR LAW VIOLATION,41
2014-07-31,LIQUOR LAW VIOLATION,31
2014-08-31,LIQUOR LAW VIOLATION,47
2014-09-30,LIQUOR LAW VIOLATION,25
2014-10-31,LIQUOR LAW VIOLATION,46
2014-11-30,LIQUOR LAW VIOLATION,24
2014-12-31,LIQUOR LAW VIOLATION,7
2004-01-31,MOTOR VEHICLE THEFT,1788
2004-02-29,MOTOR VEHICLE THEFT,1664
2004-03-31,MOTOR VEHICLE THEFT,1908
2004-04-30,MOTOR VEHICLE THEFT,1936
2004-05-31,MOTOR VEHICLE THEFT,1968
2004-06-30,MOTOR VEHICLE THEFT,1975
2004-07-31,MOTOR VEHICLE THEFT,2029
2004-08-31,MOTOR VEHICLE THEFT,1983
2004-09-30,MOTOR VEHICLE THEFT,1877
2004-10-31,MOTOR VEHICLE THEFT,1930
2004-11-30,MOTOR VEHICLE THEFT,1851
2004-12-31,MOTOR VEHICLE THEFT,1896
2005-01-31,MOTOR VEHICLE THEFT,1779
2005-02-28,MOTOR VEHICLE THEFT,1591
2005-03-31,MOTOR VEHICLE THEFT,1906
2005-04-30,MOTOR VEHICLE THEFT,1783
2005-05-31,MOTOR VEHICLE THEFT,1884
2005-06-30,MOTOR VEHICLE THEFT,1875
2005-07-31,MOTOR VEHICLE THEFT,1827
2005-08-31,MOTOR VEHICLE THEFT,1888
2005-09-30,MOTOR VEHICLE THEFT,1850
2005-10-31,MOTOR VEHICLE THEFT,2149
2005-11-30,MOTOR VEHICLE THEFT,1938
2005-12-31,MOTOR VEHICLE THEFT,2027
2006-01-31,MOTOR VEHICLE THEFT,2096
2006-02-28,MOTOR VEHICLE THEFT,1712
2006-03-31,MOTOR VEHICLE THEFT,1869
2006-04-30,MOTOR VEHICLE THEFT,1733
2006-05-31,MOTOR VEHICLE THEFT,1946
2006-06-30,MOTOR VEHICLE THEFT,1975
2006-07-31,MOTOR VEHICLE THEFT,1931
2006-08-31,MOTOR VEHICLE THEFT,1976
2006-09-30,MOTOR VEHICLE THEFT,1682
2006-10-31,MOTOR VEHICLE THEFT,1699
2006-11-30,MOTOR VEHICLE THEFT,1601
2006-12-31,MOTOR VEHICLE THEFT,1597
2007-01-31,MOTOR VEHICLE THEFT,1559
2007-02-28,MOTOR VEHICLE THEFT,1318
2007-03-31,MOTOR VEHICLE THEFT,1484
2007-04-30,MOTOR VEHICLE THEFT,1464
2007-05-31,MOTOR VEHICLE THEFT,1600
2007-06-30,MOTOR VEHICLE THEFT,1639
2007-07-31,MOTOR VEHICLE THEFT,1611
2007-08-31,MOTOR VEHICLE THEFT,1656
2007-09-30,MOTOR VEHICLE THEFT,1532
2007-10-31,MOTOR VEHICLE THEFT,1709
2007-11-30,MOTOR VEHICLE THEFT,1442
2007-12-31,MOTOR VEHICLE THEFT,1559
2008-01-31,MOTOR VEHICLE THEFT,1472
2008-02-29,MOTOR VEHICLE THEFT,1266
2008-03-31,MOTOR VEHICLE THEFT,1667
2008-04-30,MOTOR VEHICLE THEFT,1456
2008-05-31,MOTOR VEHICLE THEFT,1573
2008-06-30,MOTOR VEHICLE THEFT,1657
2008-07-31,MOTOR VEHICLE THEFT,2015
2008-08-31,MOTOR VEHICLE THEFT,1952
2008-09-30,MOTOR VEHICLE THEFT,1684
2008-10-31,MOTOR VEHICLE THEFT,1491
2008-11-30,MOTOR VEHICLE THEFT,1314
2008-12-31,MOTOR VEHICLE THEFT,1334
2009-01-31,MOTOR VEHICLE THEFT,1232
2009-02-28,MOTOR VEHICLE THEFT,1125
2009-03-31,MOTOR VEHICLE THEFT,1219
2009-04-30,MOTOR VEHICLE THEFT,1138
2009-05-31,MOTOR VEHICLE THEFT,1160
2009-06-30,MOTOR VEHICLE THEFT,1212
2009-07-31,MOTOR VEHICLE THEFT,1329
2009-08-31,MOTOR VEHICLE THEFT,1336
2009-09-30,MOTOR VEHICLE THEFT,1334
2009-10-31,MOTOR VEHICLE THEFT,1447
2009-11-30,MOTOR VEHICLE THEFT,1411
2009-12-31,MOTOR VEHICLE THEFT,1539
2010-01-31,MOTOR VEHICLE THEFT,1512
2010-02-28,MOTOR VEHICLE THEFT,1077
2010-03-31,MOTOR VEHICLE THEFT,1348
2010-04-30,MOTOR VEHICLE THEFT,1455
2010-05-31,MOTOR VEHICLE THEFT,1692
2010-06-30,MOTOR VEHICLE THEFT,1513
2010-07-31,MOTOR VEHICLE THEFT,1572
2010-08-31,MOTOR VEHICLE THEFT,1681
2010-09-30,MOTOR VEHICLE THEFT,1765
2010-10-31,MOTOR VEHICLE THEFT,1786
2010-11-30,MOTOR VEHICLE THEFT,1747
2010-12-31,MOTOR VEHICLE THEFT,1880
2011-01-31,MOTOR VEHICLE THEFT,1862
2011-02-28,MOTOR VEHICLE THEFT,1296
2011-03-31,MOTOR VEHICLE THEFT,1641
2011-04-30,MOTOR VEHICLE THEFT,1701
2011-05-31,MOTOR VEHICLE THEFT,1807
2011-06-30,MOTOR VEHICLE THEFT,1807
2011-07-31,MOTOR VEHICLE THEFT,1761
2011-08-31,MOTOR VEHICLE THEFT,1576
2011-09-30,MOTOR VEHICLE THEFT,1436
2011-10-31,MOTOR VEHICLE THEFT,1488
2011-11-30,MOTOR VEHICLE THEFT,1509
2011-12-31,MOTOR VEHICLE THEFT,1503
2012-01-31,MOTOR VEHICLE THEFT,1439
2012-02-29,MOTOR VEHICLE THEFT,1150
2012-03-31,MOTOR VEHICLE THEFT,1353
2012-04-30,MOTOR VEHICLE THEFT,1334
2012-05-31,MOTOR VEHICLE THEFT,1466
2012-06-30,MOTOR VEHICLE THEFT,1469
2012-07-31,MOTOR VEHICLE THEFT,1423
2012-08-31,MOTOR VEHICLE THEFT,1347
2012-09-30,MOTOR VEHICLE THEFT,1306
2012-10-31,MOTOR VEHICLE THEFT,1377
2012-11-30,MOTOR VEHICLE THEFT,1414
2012-12-31,MOTOR VEHICLE THEFT,1412
2013-01-31,MOTOR VEHICLE THEFT,1471
2013-02-28,MOTOR VEHICLE THEFT,1248
2013-03-31,MOTOR VEHICLE THEFT,1088
2013-04-30,MOTOR VEHICLE THEFT,930
2013-05-31,MOTOR VEHICLE THEFT,963
2013-06-30,MOTOR VEHICLE THEFT,1041
2013-07-31,MOTOR VEHICLE THEFT,1038
2013-08-31,MOTOR VEHICLE THEFT,1031
2013-09-30,MOTOR VEHICLE THEFT,956
2013-10-31,MOTOR VEHICLE THEFT,928
2013-11-30,MOTOR VEHICLE THEFT,896
2013-12-31,MOTOR VEHICLE THEFT,1008
2014-01-31,MOTOR VEHICLE THEFT,804
2014-02-28,MOTOR VEHICLE THEFT,681
2014-03-31,MOTOR VEHICLE THEFT,914
2014-04-30,MOTOR VEHICLE THEFT,699
2014-05-31,MOTOR VEHICLE THEFT,734
2014-06-30,MOTOR VEHICLE THEFT,907
2014-07-31,MOTOR VEHICLE THEFT,920
2014-08-31,MOTOR VEHICLE THEFT,873
2014-09-30,MOTOR VEHICLE THEFT,865
2014-10-31,MOTOR VEHICLE THEFT,925
2014-11-30,MOTOR VEHICLE THEFT,866
2014-12-31,MOTOR VEHICLE THEFT,329
2004-01-31,NARCOTICS,4759
2004-02-29,NARCOTICS,5029
2004-03-31,NARCOTICS,5020
2004-04-30,NARCOTICS,4829
2004-05-31,NARCOTICS,4500
2004-06-30,NARCOTICS,4254
2004-07-31,NARCOTICS,4587
2004-08-31,NARCOTICS,4950
